duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
116,0,476,907,50382128,2723,0,5500000,637,0,C
105,96,35,509,35811509,888,0,5500000,294,0,B
90,23000,694,23000,24475193,44265,1,3000000,19000,33000,B
105,16000,258,16000,,17599,0,5500000,742,0,B
111,72,722,19000,6200756,34106,0,7000000,12000,5000,B
91,14,548,14000,1292119,16768,1,5500000,1000,0,B
95,14,60,113,,396,0,,110,438,D
97,25,57,517,3629758,745,0,5500000,86,0,B
92,9,71,636,6239558,1033,0,5000000,210,352,B
104,10,93,715,1056102,1315,0,5000000,436,1000,B
120,0,388,782,27545445,2892,2,6500000,652,0,B
99,56,781,4000,56007,6776,3,5500000,902,113,C
93,592,36,232,611709,391,1,3850000,67,0,B
99,929,9,56,753501,118,0,,46,13000,B
99,17,16,31,22770,81,0,5500000,17,543,B
157,85,199,397,2197331,1519,0,,227,0,A
90,4,290,934,,2030,0,,697,679,B
96,3,38,472,27445,561,5,9000000,39,1000,C
96,136,139,4000,766487,4883,4,5250000,543,915,C
90,222,222,5000,18434,6111,2,,680,484,B
100,77,27,286,1196752,385,3,30300000,52,23000,B
94,4,114,796,,1832,0,4000000,567,11000,B
98,12,149,393,795126,955,1,6000000,259,989,B
129,440,0,631,,631,2,5500000,0,0,C
103,82,32,208,,454,2,5100000,191,0,B
128,4,47,374,563699,787,0,,282,421,B
106,0,482,852,83574831,2975,0,5000000,618,35000,B
95,163,651,1000,87025093,4134,0,4000000,654,0,B
104,16,82,14000,71897215,14504,0,15000000,338,33000,B
87,79,218,608,64267897,1770,0,5000000,362,0,B
81,26,300,2000,56536016,3344,0,4900000,509,0,B
94,24,434,581,104007828,2371,0,5000000,438,24000,C
89,10,704,852,50820940,5056,0,5000000,707,18000,C
88,55,150,506,44793200,1584,0,4500000,449,0,B
108,0,458,1000,43771291,3215,1,5000000,562,15000,B
115,399,83,399,44456509,688,1,5000000,89,14000,B
96,24,113,235,53884821,799,0,5000000,119,26000,C
135,28,275,726,36000000,1920,1,5000000,422,0,B
113,688,80,462,,971,0,5000000,278,620,B
93,54,581,40000,34872293,42002,0,8500000,618,963,C
109,260,592,9000,34468224,11736,2,4500000,844,0,B
127,130,51,617,,799,0,5000000,53,0,B
101,52,332,510,32453345,2161,0,5000000,358,10000,C
124,0,452,12000,,13864,1,5000000,754,9000,A
117,212,896,11000,27296514,17738,0,5000000,3000,65000,A
83,26,801,10000,25799043,11771,0,3300000,830,0,C
113,22000,379,716,25530884,1997,0,9000000,651,40000,A
104,59,202,972,27689474,2071,0,5000000,407,23000,B
97,0,657,1000,24138847,2990,3,5000000,898,0,B
110,335,34,838,21994911,1122,0,5000000,203,0,B
103,214,424,7000,21501098,8375,1,5000000,468,22000,B
94,0,287,901,19281235,2523,0,5000000,413,232,C
102,18,75,492,,854,0,3500000,155,0,B
77,0,73,2000,19421271,2908,1,5000000,804,122,C
134,3000,77,205,20733485,428,1,5000000,130,1000,B
129,24,157,977,,2014,1,5000000,485,0,B
90,37,1000,11000,24809547,15710,1,5000000,3000,11000,B
134,81,388,882,19097994,2410,0,,845,0,B
104,0,498,1000,23031390,2868,9,4500000,597,575,C
95,596,697,1000,16017403,3300,2,5000000,835,0,B
93,66,161,1000,21197315,1410,0,5000000,200,14000,B
106,23,467,1000,17382982,2840,0,5000000,694,0,C
109,148,426,2000,14821531,3843,2,6000000,434,599,B
101,25,423,17000,18656400,19673,1,5000000,2000,45000,B
139,345,422,535,,2112,0,5000000,440,376,B
99,6,142,13000,,14306,2,5000000,970,0,B
100,6,65,935,14343976,1327,0,5000000,120,1000,C
95,38,249,567,241437427,1495,3,5000000,312,5000,B
94,520,192,11000,14123773,12306,4,5000000,892,25000,C
93,13,141,742,15126948,1227,0,5000000,152,0,C
106,0,19,269,13622333,361,1,2000000,43,0,B
99,1000,358,605,13464388,1686,6,4000000,427,19000,A
82,7,664,1000,13350177,4856,5,5000000,984,562,D
135,407,111,11000,13269963,11400,2,5000000,189,0,B
88,27,101,742,17768000,1136,0,5000000,120,0,C
89,17,85,690,12947763,1160,0,5000000,190,0,B
110,272,551,801,14100000,2943,6,5000000,796,0,B
107,8,268,926,12200000,2383,0,5000000,400,0,B
86,17,205,520,17683670,1520,0,5000000,270,0,C
91,19,260,968,12055108,2528,0,8000000,934,0,B
103,66,13,155,27285953,259,0,5000000,78,16000,B
90,152,826,21000,,23714,0,8000000,982,0,B
141,54,70,746,,1332,2,5000000,333,270,B
92,89,355,729,11675178,2848,4,5000000,706,11000,D
99,1000,409,849,10572742,2269,1,8000000,578,738,B
79,57,99,998,,1284,1,800000,164,213,B
96,23,503,927,9658370,3552,6,5000000,509,740,C
82,99,44,93,9628751,315,0,5000000,45,207,C
92,12,797,3000,8786715,5668,5,5000000,835,0,B
112,66,21,150,3432342,253,2,6000000,28,0,B
106,44,136,559,,1199,10,5000000,249,672,B
90,23,560,847,6755271,3004,4,5000000,591,327,C
126,82,576,11000,,13591,2,5000000,794,729,B
150,3,448,859,6157157,3942,1,5000000,448,0,B
90,4,556,2000,6088249,5202,0,,936,0,B
91,84,572,1000,5480318,2691,0,5000000,778,462,B
145,0,392,973,,2589,1,5000000,423,10000,A
95,4000,334,4000,5308707,5245,2,5000000,585,393,B
97,0,372,18000,5009677,19404,0,5000000,572,47000,B
90,7,701,2000,4328294,5900,0,,847,249,C
41,0,0,55,4074023,55,0,5000000,0,89,B
112,460,395,990,4306697,2820,0,5000000,900,920,B
122,22,32,186,3950029,416,0,4000000,135,0,B
110,19,39,25000,4040588,25676,0,5000000,579,0,B
87,3,83,922,,1324,0,5000000,162,323,B
108,0,88,14000,3049135,14574,2,5000000,433,0,B
121,35,473,4000,4700361,6617,0,5000000,849,0,C
97,7,939,8000,2711210,10517,1,5000000,981,0,B
116,52,102,624,1980338,1209,2,5000000,385,507,B
94,122,360,23000,1082044,24994,0,5000000,1000,21000,B
103,261,145,722,1100000,1201,0,5000000,280,247,B
112,52,688,10000,2445646,12897,1,5000000,963,13000,B
91,263,192,967,2221809,1582,0,5000000,289,0,B
98,13,600,3000,296665,5185,1,5000000,971,0,B
95,57,233,727,3219029,1836,0,5000000,442,10000,B
88,0,276,740,,1665,0,5000000,625,255,C
99,0,361,578,830210,3382,0,5000000,435,0,C
91,0,65,387,1040879,648,0,7000000,96,0,B
97,18000,977,10000,326308,13718,3,5000000,1000,225,B
136,0,14,75,240425,172,0,,45,133,B
118,239,0,6,228830,6,0,,0,489,B
94,0,51,311,,498,1,2200000,59,274,B
89,27,440,948,223615,2958,1,,779,49000,B
90,6,940,3000,124720,4987,0,5000000,1000,777,B
95,5,100,197,,538,1,3209000,116,44,B
90,204,697,1000,99147,3207,3,2000000,697,69,B
95,3,383,889,,2984,0,5000000,680,174,C
94,0,99,432,65069140,1010,,5000000,309,27000,B
90,0,15,343,65087,408,0,5000000,29,559,B
103,34,227,811,16066,1789,0,5000000,522,40,D
60,,904,1000,,5203,1,,1000,634,B
91,110,14,46,,117,0,5000000,21,0,C
102,57,78,331,,526,0,5000000,93,0,B
92,46,141,570,,1258,0,2500000,337,639,B
87,65,686,866,,3724,1,5000000,738,887,B
80,799,854,3000,,10727,0,,2000,419,C
90,0,483,695,,3217,6,,617,38,C
44,,816,1000,,4092,2,,922,0,A
105,0,394,745,37440,1986,1,5000000,508,0,B
67,0,388,979,,2509,2,10000000,732,165,B
95,7,541,989,,3514,7,,970,0,C
87,49,601,708,,3059,1,5000000,699,58,C
94,261,179,12000,,12676,1,5000000,316,0,C
109,3,126,1000,,1681,3,5000000,266,190,C
130,0,826,1000,,5191,0,5000000,849,2000,B
,3,723,975,,4991,15,5000000,900,35,B
88,14,668,784,,3021,2,5000000,763,49,A
88,0,1000,40000,,46115,7,5000000,3000,0,C
97,20,538,741,,2849,1,,615,0,D
113,44,4,61,617228,92,1,84450000,12,1000,B
99,766,269,595,274385,1519,3,4000000,486,0,B
148,0,263,3000,24475416,3967,0,890000,324,0,A
107,58,537,874,,2363,1,3000000,579,10000,B
93,0,581,1000,47277326,2990,0,4800000,1000,0,C
94,187,427,1000,1247453,3690,0,2800000,887,750,B
121,337,41,982,1729969,1520,0,5000000,463,14000,B
118,7,339,968,1705139,2545,0,4700000,733,0,B
98,16,621,10000,238774,11703,0,,838,864,B
82,0,316,927,,2469,2,5000000,833,0,C
101,365,14,237,8025872,302,3,4700000,28,0,C
106,541,372,773,,2409,0,4638783,476,0,B
90,0,428,33000,778565,34779,1,4800000,1000,30000,C
79,0,20,226,,286,0,,40,11,C
87,20,329,571,,2006,6,4700000,345,491,D
,0,0,5,,5,2,,0,2,B
105,11,16,18000,1340891,18105,0,,66,2000,B
89,0,413,584,,2668,2,5000000,580,31,C
100,3,9,74,513836,143,1,4600000,52,0,B
92,4,140,943,,1795,1,4700000,480,199,B
97,4,577,13000,434417,15093,1,4600000,1000,0,C
100,0,3,109,728,122,0,,10,285,B
96,37,542,801,81200000,3113,0,4500000,760,0,B
104,116,83,1000,,1662,0,4500000,511,0,C
117,179,239,1000,52700832,1862,4,4500000,398,0,B
90,143,811,1000,,5002,1,4500000,901,0,B
115,1000,68,232,,588,0,4500000,169,0,B
108,0,346,22000,13060843,26050,0,15000000,3000,0,B
43,,298,562,,1587,0,,560,2000,B
109,0,126,3000,3798532,3668,0,4500000,441,2000,B
102,0,167,1000,3609278,2235,0,4500000,1000,38000,A
100,9,37,188,,496,2,,135,501,B
115,98,4,341,1687311,371,3,700000000,26,539,B
122,0,491,854,,2762,0,4500000,652,1000,B
98,10,402,589,10429707,2705,,5000000,416,0,C
133,219,701,15000,727883,17040,1,4500000,933,33000,A
105,5,122,274,1391770,793,6,,154,0,B
122,4,3,25,713413,48,1,4500000,20,689,B
106,68,391,835,410241,2110,0,2000000,601,3000,B
98,377,844,1000,278821,5041,1,,887,0,B
112,0,38,717,211667,907,0,4200000000,126,4000,B
120,0,9,24,706622,53,2,,12,0,B
99,0,798,26000,92191,29325,1,2500000,1000,0,B
110,143,76,155,49413,398,0,35000000,96,528,B
102,3,327,820,199652,1950,0,,356,0,B
109,187,0,129,181655,131,1,,2,0,B
104,0,329,14000,108229,15860,1,4500000,1000,7000,C
134,0,62,327,,496,4,,82,62,C
133,869,425,888,112000000,2176,0,4400000,721,32000,A
85,358,212,19000,,20397,3,4400000,570,224,C
87,0,753,898,,2951,0,4400000,842,629,B
130,6,12,85,,151,1,4400000,26,10000,A
199,,505,662,,2667,0,,517,0,A
103,249,261,2000,8691,3089,1,4500000,298,0,C
112,63,422,2000,26345,4810,4,3000000,1000,0,B
89,143,100,1000,6940281,1291,6,,146,0,B
124,79,93,309,188870,857,1,,254,0,B
101,51,8,446,20772796,497,1,6000000,20,0,B
133,12,106,464,199228,1045,0,150000000,374,504,B
112,0,7,29,,61,0,4500000,9,2000,B
111,456,394,20000,34964818,21404,4,150000000,559,24000,C
98,197,578,755,,2553,0,4200000,632,0,C
60,,551,1000,,3026,0,,557,0,A
93,23,130,471,2542264,938,1,,232,61,B
104,335,16,114,1487477,206,0,4200000,28,0,B
112,277,327,1000,62549000,2412,0,2300000,530,0,B
94,84,95,110,105500000,582,0,4000000,95,0,B
90,0,231,648,101055,1951,0,4000000,529,0,C
96,0,56,125,,403,5,114000,108,0,A
101,0,11,19000,44566004,32015,0,4000000,13000,17000,B
93,11000,629,11000,39200000,12691,0,4000000,636,0,A
152,309,132,232,36000000,825,0,4000000,178,625,B
150,0,748,23000,65007045,26489,0,140000000,892,51000,B
112,395,80,13000,31252964,13707,1,4000000,595,0,B
95,9,428,584,131175,1885,2,8500000,430,22000,C
111,81,687,12000,31968347,14823,0,3600000,898,0,B
86,2,555,707,,2634,0,4500000,619,0,C
108,228,358,431,,2020,0,4000000,426,0,B
105,0,116,597,,1218,2,4000000,222,661,B
91,357,326,3000,35385560,4807,1,4000000,465,8000,C
105,82,69,746,,986,0,4000000,119,283,B
60,,904,1000,,5203,1,,1000,634,B
106,450,712,14000,20803237,18645,1,3500000,3000,16000,B
93,0,133,355,13008928,837,0,4000000,151,27000,B
172,120,145,773,,1785,0,4000000,742,8000,A
109,0,428,847,10941801,2649,0,,670,2000,C
93,8,400,45000,15152879,46868,0,5000000,541,0,C
165,0,127,230,25359200,673,0,4000000,193,92000,A
96,11000,405,19000,10515579,20132,0,4000000,427,0,B
119,13000,567,1000,180011740,2776,0,100000000,658,0,C
93,69,69,522,10097096,955,2,4000000,231,842,C
82,69,585,939,9821335,3354,1,6000000,706,118,C
101,47,407,658,8243880,3086,1,3200000,636,762,B
120,1000,268,862,,1652,2,4000000,403,0,B
81,5,710,49000,7825820,50831,0,4000000,780,576,C
82,7,27,584,7557877,1002,0,,246,138,C
107,0,255,798,14637490,2537,2,25000000,374,0,C
105,171,143,382,7159147,954,0,3400000,273,11000,B
86,89,511,986,17314483,4073,2,4000000,713,0,C
110,675,968,16000,6525762,19928,2,4000000,977,0,B
127,13000,148,204,,753,0,4000000,187,414,B
90,0,242,812,4613815,1566,0,,466,931,B
110,99,960,4000,4301331,7921,6,4000000,975,0,B
104,30,296,769,4046737,2251,1,4000000,413,15000,B
96,2,0,960,3713002,972,1,8000000,12,131,D
110,0,237,721,3468572,1966,0,4000000,246,816,B
84,378,611,925,2892582,3559,0,4000000,729,0,B
94,24,545,834,2800000,2662,3,4000000,625,309,C
93,131,90,497,2426851,776,1,4000000,113,830,B
96,101,71,730,1325073,1208,0,4000000,394,708,B
88,0,939,1000,,4777,0,4000000,947,16000,B
101,21,161,420,864959,1215,0,4000000,291,0,B
102,330,0,48,2601847,48,0,4000000,0,26000,A
87,101,324,721,800000,1700,0,4000000,576,550,C
83,19,322,947,1429260,2353,1,,685,0,B
103,5,842,1000,,3408,0,4500000,1000,987,C
99,60,444,979,562059,3130,4,4000000,665,872,B
106,81,687,2000,399793,4343,0,4000000,811,111,C
115,227,226,690,,1298,0,,227,12000,B
117,234,221,12000,371897,13607,2,4000000,1000,11000,B
99,13,159,419,302204,975,3,3000000,254,167,B
102,212,195,10000,354704,11083,0,1300000,633,314,C
85,0,209,945,265107,2282,1,1500000,774,614,B
86,8,428,759,185577,2805,1,4000000,638,182,B
120,45,69,623,100412,824,0,4000000,85,0,B
103,272,70,736,75078,1403,4,14000000,450,132,B
93,12,15,578,64359,643,1,2500000,29,108,C
112,105,748,18000,317125,25269,0,16000000,6000,0,B
100,137,476,4000,,5796,0,4000000,575,98,C
113,58,9,331,146402,387,1,4000000,27,0,B
23,,218,254,,915,1,,248,325,B
92,19,599,18000,12836,20135,1,4000000,759,161,C
106,19,9,585,20262,629,2,4000000,29,278,B
119,8,2000,3000,,10984,4,4000000,3000,798,B
99,7,641,762,,2631,1,4000000,706,0,B
90,165,150,686,,1298,0,,246,688,B
120,0,22,114,,183,0,4000000,45,282,B
93,55,5,223,4063,242,3,4000000,11,657,C
96,177,4,431,,457,1,3950000,12,279,B
103,0,183,650,,1585,5,4000000,536,296,B
93,21,359,763,,2651,2,4000000,637,0,C
84,18,35,399,,644,1,,129,0,B
81,548,104,166,,609,0,4000000,134,531,C
84,4,271,637,,1932,2,4000000,346,170,B
94,103,111,544,,1150,1,4000000,476,365,C
120,160,94,559,,1238,0,2000000,269,2000,B
121,0,682,3000,,5987,0,3800000,977,17000,A
226,149,248,503,198655278,1862,1,3977000,384,16000,A
104,10,196,507,143653,1281,0,4000000,236,0,B
152,541,288,773,14873,2888,2,3800000,575,251,B
92,2,601,881,,3229,3,,826,237,B
107,24,83,277,8000000,731,0,3768785,244,456,B
97,69,106,414,304137,1269,0,,365,17000,B
115,6,24,119,,222,1,8000000,69,385,B
95,89,388,963,37606,2658,0,3500000,654,0,B
99,29,64,117,19959,298,2,3800000,64,0,B
109,13,480,3000,2706659,5977,0,2000000,796,0,B
113,174,767,14000,61094903,17151,3,30000000,902,29000,B
25,,395,443,,2195,5,,421,0,A
113,154,77,183,,465,2,3600000,89,0,B
91,11,121,1000,45857453,2323,3,3500000,891,0,B
88,104,318,628,83400000,2726,0,3500000,575,16000,B
88,2,6,2000,,2886,3,5000000,872,358,D
97,473,624,826,27900000,3455,1,3500000,723,8000,B
42,,496,912,,4337,2,,906,14000,B
85,10,178,3000,14000000,3617,0,3500000,273,1000,B
121,541,242,575,,1970,2,3716946,372,357,B
134,174,188,255,,970,1,3500000,220,0,A
149,160,75,157,,646,0,3500000,139,930,B
121,22,367,606,,2402,1,3500000,481,470,B
116,13000,118,195,,771,0,2000000,146,0,B
93,0,78,625,10305534,987,2,3500000,118,280,D
96,0,111,385,9449219,995,2,3500000,356,453,B
105,386,248,3000,6390032,4238,2,3500000,258,0,B
129,195,50,827,20167424,1044,0,2000000,88,33000,A
87,0,83,1000,,1592,1,3500000,177,3000,B
94,47,108,430,,836,1,,209,804,C
81,0,542,560,3293258,2238,0,3000000,555,0,C
97,48,689,984,,3075,0,1000000,697,93000,D
106,22,10,174,886410,222,0,3500000,16,140,B
103,12,4,29,252652,44,0,19900000,4,38000,B
101,0,681,827,220234,3574,3,3500000,729,360,B
98,9,405,11000,101228,20009,4,3500000,8000,414,B
91,23,660,4000,96793,6380,3,3500000,756,1000,C
105,28,131,426,123777,1043,0,3500000,294,0,C
98,0,31,368,,668,0,3500000,168,127,B
45,,119,773,,1393,3,,133,405,B
96,0,460,708,,2307,0,3500000,574,211,C
148,41,739,2000,,5526,0,3500000,774,5000,A
86,892,50,603,,854,1,3500000,145,721,D
88,19,322,795,,2497,0,3500000,535,570,C
90,0,37,1000,,1183,1,3440000,53,606,D
80,10,34,11000,77413017,11218,0,8000000,108,0,B
107,78,969,18000,5354039,22834,8,3500000,2000,21000,B
99,0,43,141,,320,1,,69,224,B
92,0,539,1000,2926565,3608,0,3000000,585,0,B
135,353,40,1000,7563397,1211,0,3300000,69,28000,A
99,8,78,798,104257,1430,2,2200000,472,0,B
102,19,80,632,,1011,7,3400000,144,0,B
93,22,303,11000,17311,11860,0,,505,799,B
94,84,378,662,,2076,0,4000000,577,18000,A
91,38,377,625,8108247,2747,0,3300000,464,0,B
98,73,129,595,,1105,4,4300000,251,934,B
97,246,491,756,,3717,5,3300000,521,0,C
128,39,0,15,3766595,17,7,,2,0,B
136,2000,449,917,,2997,0,2300000,563,13000,A
113,673,332,756,,2693,1,3200000,423,0,A
99,6,194,828,2277396,1936,0,,390,0,B
105,101,157,1000,5776314,2016,4,3200000,394,15000,B
95,38,898,164000,,170118,0,3200000,2000,0,B
109,644,559,1000,141600000,3468,6,3000000,783,0,B
110,82,177,387,51100000,1198,2,3000000,202,0,B
118,964,248,488,,1844,0,3180000,275,41000,A
94,0,557,2000,16501785,3559,4,3500000,887,21000,A
115,0,360,1000,38168022,1964,0,3000000,436,290,B
98,21,189,438,84749884,1081,0,3000000,332,14000,C
120,909,184,909,21244913,1779,2,4000000,504,4000,A
109,611,4,878,377420,900,1,,10,0,B
87,28,217,426,30000000,1472,0,2200000,359,0,C
117,133,249,687,20966644,1665,0,3000000,443,0,B
85,65,535,942,64423650,3708,0,3000000,810,31000,C
113,9,12,71,19184015,159,1,3000000,65,63,C
108,174,110,253,,649,0,3000000,197,0,A
95,57,158,220,,1186,0,3000000,162,0,B
98,188,693,2000,24629916,4277,0,3000000,970,902,C
86,41,155,956,19472057,1862,0,3000000,316,0,C
161,767,87,682,27200000,1035,2,3000000,119,0,A
100,32,175,610,15369573,1441,1,3000000,232,710,C
120,13000,416,897,,2811,1,4490375,844,609,B
91,18,307,935,15935068,2899,0,2500000,805,949,C
128,13000,14,18,,70,1,6000000,16,933,B
100,1000,220,989,11694528,2165,0,3000000,744,635,B
84,85,748,13000,229094,14696,2,,884,0,B
97,78,77,685,,1163,0,3000000,178,889,B
146,174,125,556,,1444,1,3000000,422,808,B
186,176,760,877,,3847,0,3000000,862,0,A
94,9,200,927,9016377,1936,3,,209,143,C
11,,0,11,,11,0,,0,1000,B
126,393,281,862,,2269,0,3000000,376,0,B
109,0,48,140,8114507,328,1,3000000,63,62000,B
95,4,152,641,7888703,1389,1,3000000,168,491,D
97,152,135,674,7282851,1395,1,3000000,174,812,B
94,78,469,912,6879730,3049,0,,637,187,B
197,,110,578,,1400,0,15000000,476,367,B
117,375,31,1000,3222857,1394,0,,329,0,B
96,70,163,883,4170647,1616,0,1900000,183,1000,B
82,0,51,472,4142507,858,1,3000000,324,131,C
90,132,547,1000,4033268,3692,0,,864,0,B
89,21,124,240,,1011,1,3000000,177,0,B
98,16,222,687,3902679,1806,0,3000000,233,217,C
95,45,267,578,3559990,1363,0,3000000,341,417,C
104,11,194,11000,3287435,12250,2,4500000,813,430,B
87,18,844,3000,3071947,9555,3,3500000,2000,0,C
108,232,353,10000,2961991,11459,4,3300000,721,0,B
86,387,270,962,4063238,2260,0,,481,11000,B
134,377,812,22000,3000000,36859,9,3000000,11000,0,B
89,269,24,489,2223990,539,1,3000000,26,26,B
102,0,387,40000,1821983,43810,0,3000000,3000,20000,C
120,0,38,717,2181290,852,0,3000000,78,43000,A
86,59,104,694,703002,1249,4,3000000,324,37000,B
101,0,165,574,3105269,1335,2,3000000,327,174,C
102,9,221,904,,1663,1,3000000,281,0,B
87,84,331,702,252726,2715,0,3000000,366,76,B
99,89,322,962,1007535,2452,5,,476,0,C
173,,476,723,,3149,3,,539,518,C
87,21,416,4000,418268,8353,3,3000000,3000,0,C
44,,246,786,,1551,0,,341,3000,B
93,78,197,536,200803,1467,3,3000000,317,0,C
111,81,81,3000,33631221,3784,1,25000000,571,0,B
60,,23,40,,158,0,,37,450,B
98,7,17,289,95016,362,0,2700000,38,442,B
88,26,236,487,143000,1495,0,5000000,298,0,C
122,87,605,2000,22000,4920,4,3000000,683,0,C
86,0,77,767,128937,975,0,,122,580,B
83,8,617,798,,4756,1,3000000,634,0,C
90,66,452,1000,,3882,1,3000000,975,54,B
96,15,357,433,5005,1929,2,3000000,396,448,C
85,74,47,652,,844,3,3000000,124,433,C
83,136,975,3000,,7191,2,,1000,0,C
90,2000,454,2000,,3666,3,3000000,606,6000,C
92,128,480,756,,2715,0,3000000,754,3000,B
100,3,382,1000,,2890,0,3000000,810,32,C
88,8,471,2000,,4469,0,800000,715,406,C
82,9,648,904,,4092,4,3000000,779,398,D
97,96,37,201,,277,1,3000000,39,37,B
105,0,502,2000,201148159,4671,1,95000000,520,56000,B
94,0,356,854,,1989,3,3000000,602,229,B
113,179,11,119,5595428,167,0,2900000,14,0,A
136,964,248,931,,2167,2,2900000,416,612,B
105,39,183,267,3123749,1231,8,1500000,225,88,B
93,4,394,875,100675,2305,0,3000000,412,0,B
107,503,108,264,,673,2,2800000,139,7000,B
89,192,142,447,3645438,923,1,2200000,236,0,B
90,18,39,130,,362,1,,96,0,B
116,153,165,275,22201636,727,1,8000000,247,0,B
120,0,102,105,25000000,527,2,2883848,103,10000,A
88,152,181,935,19170001,1855,0,2800000,448,0,C
102,149,357,695,22202612,2509,3,2800000,421,14000,A
95,0,192,569,952620,1797,0,2000000,529,0,C
144,124,327,464,,1761,0,120000000,426,349,A
113,9,42,402,9054736,787,1,2700000,222,381,B
118,19,48,481,,681,0,2700000,81,0,B
90,0,13,122,,197,0,,33,77,C
109,673,359,756,,1949,1,2686585,370,573,B
95,53,2,20,,25,0,2650000,3,121,B
122,149,315,760,,2555,0,2627000,675,116,B
97,17,74,158,32600000,467,0,1800000,84,0,C
82,84,46,88,3826455,205,1,,64,17000,B
140,133,239,443,3130592,1269,1,2600000,249,963,B
86,3,327,833,475000,2753,2,2800000,549,323,B
105,147,28,52,2276368,179,1,,52,0,B
66,76,36,123,38108,239,0,2600000,76,0,B
99,0,4,11,,19,1,15000000,4,30,B
103,134,390,804,,2510,0,2540800,786,0,A
97,65,0,65,,67,2,2500000,2,10000,B
86,89,555,713,40041683,3421,6,2500000,584,0,C
87,67,67,871,33349949,1111,0,2500000,118,0,C
149,15000,982,15000,25809813,28713,6,26000000,9000,0,B
98,24,67,381,14400000,684,0,2500000,128,0,C
98,11,450,595,,2373,0,2500000,521,819,B
112,58,124,617,,1141,0,2500000,189,1000,B
104,835,535,18000,6401336,19923,2,2500000,595,0,B
102,0,294,625,26781723,1655,3,2500000,379,0,B
99,0,6,50,,79,0,3200000,16,39,B
96,13,209,643,1186323,1396,0,,265,774,B
101,34,40,56,1094998,150,1,,41,430,B
89,14,215,902,3325638,1980,3,2500000,291,13000,B
106,148,471,900,395592,2972,1,2000000,648,0,B
34,19,362,882,333658,1967,0,34000,577,16,B
101,119,0,334,12995673,338,1,2500000,4,24000,B
112,9,125,860,173783,1252,0,2500000,130,588,B
100,10,107,655,118666,1064,7,2500000,157,144,B
100,0,249,640,71904,1491,1,2500000,261,140,C
80,0,5,191,99851,210,0,2500000,12,0,B
106,8,315,611,115504,1739,2,14000000,397,0,B
103,24,10,127,5725,163,0,8400000,10,560,B
96,571,370,2000,322157,4590,0,2500000,973,19000,B
89,20,555,794,,2579,2,2500000,607,190,C
87,2,577,968,,3157,0,2500000,625,0,C
94,0,442,1000,,2406,1,3500000,677,89,B
101,9,201,973,978908,2306,0,2400000,872,250,C
84,406,233,586,438653,1490,0,,497,79000,B
110,0,109,490,,881,0,2500000,159,0,C
101,222,698,1000,327919,3282,0,1500000,788,11000,B
101,24,226,675,,1627,2,2361000,659,144,B
105,29,76,847,178739,1668,0,2450000,618,566,D
97,23,326,982,565592,2580,0,,599,500,B
95,535,608,1000,27012,3586,4,,646,279,C
108,14,826,2000,,4385,2,,1000,0,C
90,115,385,11000,,12359,0,2300000,516,0,B
120,11,,16,76400000,16,0,2280000,0,3000,B
90,37,0,210,,210,1,2500000,0,224,B
91,49,20,72,36200000,174,0,4000000,31,0,C
92,13,17,42,21300000,170,0,2200000,27,1000,C
117,84,275,861,379643,2161,0,2200000,425,285,C
90,0,306,676,,1651,2,2200000,399,77,C
119,10,275,509,,1490,0,2160000,284,68,B
90,0,708,1000,,3799,2,,800,452,C
90,11,18,114,,244,3,1200000,79,172,C
90,10,42,371,,558,2,2500000,52,870,B
172,355,188,749,23650000,1941,5,2100000,208,0,A
115,184,551,730,510092,3293,0,,648,0,B
89,16,14,117,313436,155,0,15500000,21,0,B
78,57,7,120,,145,0,1500000,9,15000,B
89,15,650,919,,3873,1,2100000,718,162,B
100,0,338,749,,1814,0,2100000,354,14,B
77,0,260,846,,2044,0,,366,275,C
81,7,106,412,,1020,1,2100000,308,380,C
96,6,14,40,792966,99,2,2300000,30,321,C
89,11000,45,11000,,11192,0,2000000,66,0,B
100,421,159,314,14673301,1062,0,2000000,189,45000,B
88,11000,258,11000,,12034,5,2000000,300,0,B
102,32,75,483,11546543,768,1,2000000,147,0,B
152,0,177,618,,1404,0,2000000,367,0,B
118,108,103,173,11533945,563,0,2000000,148,0,B
86,9,32,120,12555230,218,0,2000000,44,0,C
137,207,155,380,11284657,927,3,2000000,284,39000,A
134,31,366,654,,2290,1,2000000,491,0,A
119,6,380,1000,,2555,8,1614000,760,236,B
89,149,580,912,6719300,3163,3,2000000,752,0,B
101,30,92,14000,6003587,14412,0,,119,0,B
115,0,35,85,5383834,318,0,2000000,79,11000,A
118,603,167,936,,1846,3,2000000,297,0,B
100,81,179,34000,6531491,34446,2,2000000,248,20000,B
106,162,3,21,4581222,29,0,,5,0,A
91,244,244,538,3885134,1349,0,2000000,363,0,B
105,117,18,13000,4311834,13145,0,,125,63000,A
96,31,328,804,3590010,3013,0,2000000,625,0,B
116,0,116,251,3300230,675,1,,147,0,B
116,453,2000,24000,3335839,50313,2,2000000,23000,0,B
101,0,685,8000,2506446,11327,0,2000000,724,134,C
98,85,186,265,7369373,901,1,2000000,194,0,C
22,,344,459,,1359,3,,396,558,A
150,0,401,597,4414535,1645,0,18000000,591,0,B
